portuguese_colony_in_west_africa_title;We need bases ;Il nous faut des bases. ;Wir brauchen Stützpunkte;;Necesitamos bases ;;;;;;;;;x;
portuguese_colony_in_west_africa_desc;It appears that Africa is stretching further south than we first believed, if we are to go round Africa we must have bases for our ships to resupply from. ;Il semble que l'Afrique s'étende plus au sud que nous l'avions imaginé et que pour la contourner, il nous faut disposer de bases où ravitailler nos navires. ;Es scheint das Afrika weiter nach Süden reicht als angenommen. Wenn wir es umsegeln wollen, müssen wir Stützpunkte für die Versorgung unserer Schiffe errichten.;;Al parecer, África se extiende más al sur de lo que nosotros pensábamos. Si queremos bordearla, debemos disponer de bases para que nuestros barcos se reabastezcan. ;;;;;;;;;x;
conquer_tangiers_title;Conquer Tangiers;Conquérir Tanger;Erobert Tangier;;Conquistar Tánger;;;;;;;;;x;
conquer_tangiers_desc;Our duty to Christendom is clear we must conquer Tangiers to defend Christendom for the infidel.;Notre devoir chrétien est clair, nous devons conquérir Tanger pour défendre la chrétienté des infidèls.;Unsere Pflicht für die Christenheit ist klar, wir müssen Tangier erobern, um das Christentum vor den Ungläubigen zu schützen.;;Nuestro deber con la Cristiandad es claro: tenemos que conquistar Tánger para protegerla del infiel.;;;;;;;;;x;
conquer_the_north_african_coast_title;Expand the Buffer Zone;Étendre la zone tampon;Vergrößert unsere Bufferzone;;Expandir la región tapón;;;;;;;;;x;
conquer_the_north_african_coast_desc;Our base at Tangiers is proving useful in the defence of Christendom, but to ensure that it can be held we must expand the area we hold.       ;Notre base de Tanger se révèle utile pour la défense de la chrétienté, mais poru assurer sa pérennité, il nous faut étendre notre emprise dans la région.       ;Unsere Basis in Tangier ist nützlich für die Verteidigung der Christenheit, aber um sicherzustellen, das sie gehalten werden kann, müssen wir das Gebiet unter unserer Kontrolle ausweiten.;;Nuestra base en Tánger está demostrando ser útil en la defensa de la Cristiandad, pero para asegurar su conservación tenemos que extender la zona que poseemos. ;;;;;;;;;x;
portugal_discovers_south_america_title;Go Westward;Aller vers l'ouest;Geht nach Westen;;Ir hacia el oeste;;;;;;;;;x;
portugal_discovers_south_america_desc;The Winds and currents favour Westward expansion. Our explorers believe that rich lands lie just over the Horizon. ;Les vents et les courants favorisent l'expansion vers l'ouest. Nos explorateurs pensent que l'horizon dissimule de riches terres. ;Die Winde und Strömungen sind vorteilhaft für eine Expansion nach Westen. Unsere Entdecker glauben, das reiche Länder gleich über den Horizont liegen.;;Los vientos y las corrientes favorecen nuestra expansión hacia el oeste. Nuestros exploradores creen que la línea del horizonte esconde ricas tierras. ;;;;;;;;;x;
portuguese_brazil_title;Portuguese Brazil ;Brésil portugais ;Portugiesisches Brasilien;;Brasil portuguesa ;;;;;;;;;x;
portuguese_brazil_desc;We have discovered the rich lands of Brazil. The land has already been divided into Capitanias Hereditárias and the Captains are asking for crown support to start up their efforts. ;Nous avons découvert les riches terres du Brésil. Le pays a déjà été divisé en Capitanias Hereditárias et les capitaines sollicite l'aide de la couronne pour initier leurs efforts. ;Wir haben die reichen Länder Brasiliens entdeckt. Das Land ist bereits in Catipanias Hereditárias unterteilt worden und die Kapitäne bitten die Krone um Unterstützung, um ihre Bemühungen zu beschleunigen.;;Hemos descubierto las ricas tierras de Brasil. El territorio ya ha sido dividido en capitanías hereditarias, y los capitanes solicitan el apoyo de la Corona para poner en marcha su labor. ;;;;;;;;;x;
brazil_belongs_to_portugal_title;Brazil is Portuguese;Le Brésil est portugais;Brasilien ist portugiesisch;;Brasil es portugués;;;;;;;;;x;
brazil_belongs_to_portugal_desc;The Castilians have taken lands that were gifted to Portugal by the Holy Father himself. We must take what is ours by right.   ;Les Castillans ont pris le contrôle des terres offertes au Portugal par le Saint-Père en personne. Nous devons reprendre ce qui nous appartient de droit.   ;Die Kastilianer haben Ländereien genommen, die vom Heiligen Vater selbst an Portugal verschenkt wurden. Wir müssen uns nehmen, was rechtmäßig uns gehört.;;Los castellanos se han apoderado de tierras que fueron donadas a Portugal por el mismísimo Santo Padre. Tenemos que tomar lo que, por derecho, nos pertenece. ;;;;;;;;;x;
brazil_to_portugal_title;Brazil is Portuguese;Le Brésil est portugais;Brasilien ist portugiesisch;;Brasil es portugués;;;;;;;;;x;
brazil_to_portugal_desc;The Spanish have taken lands that were gifted to Portugal by the Holy Father himself. We must take what is ours by right.;Les Espagnols ont pris le contrôle des terres offertes au Portugal par le Saint-Père en personne. Nous devons reprendre ce qui nous appartient de droit.;Die Spanier haben Ländereien genommen, die vom Heiligen Vater selbst an Portugal verschenkt wurden. Wir müssen uns nehmen, was rechtmäßig uns gehört.;;Los españoles se han apoderado de tierras que fueron donadas a Portugal por el mismísimo Santo Padre. Tenemos que tomar lo que, por derecho, nos pertenece.;;;;;;;;;x;
portugal_discovers_india_title;Push to India ;Pousser vers l'Inde ;Vorstoß nach Indien;;Ofensiva hacia la India ;;;;;;;;;x;
portugal_discovers_india_desc;Although we can find no signs of the kingdom of Prester John, we can strike a blow at the Moors by wrestling the spice trade into our hands. We must find the Indies so we can do our bit to defend Christendom.  ;Bien que nous ne trouvions aucun signe du royaume de Prester John, nous pouvons attaquer les Maures en prenant le contrôle du commerce des épices. Nous devons trouver les Indes pour participer à la défense de la chrétienté. ;Obwohl wir keine Hinweise auf das Königreich von Prester John finden können, können wir den Mauren einen Schlag versetzen, wenn wir den Gewürzhandel unter unsere Kontrolle bringen. Wir müssen Indien finden, um die Christenheit zu verteidigen.;;Aunque no hemos podido encontrar rastro alguno del reino del Preste Juan, podemos asestar un duro golpe a los moriscos si nos hacemos con el comercio de especias. Tenemos que encontrar las Indias y poner así nuestro grano de arena para la defensa de la Cristiandad. ;;;;;;;;;x;
portuguese_control_of_indian_province_title;Establish a base in India;Établir une base en Inde;Etabliert eine Basis in Indien;;Establecer una base en la India;;;;;;;;;x;
portuguese_control_of_indian_province_desc;To fully exploit the trading opportunities in newly discovered India we would be wise to seize at least one port and hinterlands to serve as a base.   ;Pour pleinement exploiter les opportunités commeciales de l'Inde nouvellement découverte, nous ferions bien de prendre le contrôle d'au moins un port et ses environs pour faire office de base.   ;Um die Handelsmöglichkeiten im neu entdeckten Indien voll ausschöpfen zu können wäre es ratsam, zumindest einen Hafen und eine Provinz als Basis zu erobern.;;Para aprovechar por completo las oportunidades comerciales en la recién descubierta India, deberíamos ser listos y hacernos, como mínimo, con un puerto y sus tierras interiores para que nos sirvan de base. ;;;;;;;;;x;
portugal_discovers_indonesia_title;Discover the Spice Islands ;Découvrir les Îles aux épices ;Entdeckt die Gewürzinseln;;Descubrir la Isla de las Especias ;;;;;;;;;x;
portugal_discovers_indonesia_desc;We have heard tales that the Spice islands lie somewhere to the east. Already daring men are ready to voyage there, all they need is some support from the crown. ;Nous avons entendu dire que les Îles aux épices se trouvaient quelque part à l'est. Des audacieux sont prêts à s'y rendre et n'attendent que le soutien de la couronne. ;Wir haben Gerüchte gehört, das die Gewürzinseln irgendwo im Osten liegen. Schon jetzt sind mutige Männer bereit, dorthin zu reisen, alles was sie brauchen ist Unterstützung von der Krone.;;Hemos oído contar que la Isla de las Especias se encuentra en algún lugar hacia el este. Ya hay hombres audaces dispuestos a viajar en esa dirección. Todo lo que necesitan es un poco de apoyo de la Corona. ;;;;;;;;;x;
portuguese_colony_in_indonesia_title;Establish a presence in the Spice Islands  ;Établir une présence dans les Îles aux épices  ;Etabliert einen Stützpunkt in auf den Gewürzinseln;;Establecer una presencia en la Isla de las Especias ;;;;;;;;;x;
portuguese_colony_in_indonesia_desc;The Spice Islands are large and more prosperous than we dream possible. For Portugal to fulfil its destiny it must establish bases there.  ;Les Îles aux épices sont vastes et plus riches que nous ne les avions imaginées. Pour permettre au Portugal de réaliser son destin, il nous faut y établir des bases. ;Die Gewürzinseln sind groß und reicher, als wir uns jemals vorstellen konnten. Um Portugal zu seiner Bestimmung zu führen, müssen wir dort Stützpunkte errichten.;;La Isla de las Especias es más grande y próspera de lo que habíamos imaginado. Para que Portugal cumpla su destino, debe establecer bases allí. ;;;;;;;;;x;
establish_trade_in_indonesian_cot_por_title;Establish a foothold in the spice trade.   ;Prendre part au commerce des épices   ;Erlangt einen Anteil am Gewürzhandel;;Introducirse en el comercio de especias ;;;;;;;;;x;
establish_trade_in_indonesian_cot_por_desc;The Casa da Índia had requested government help to establish a Portuguese presence in the Spice trade. This lucrative trade helps the Muslim rulers pay for the armies that threaten Christendom. It is our Christian duty to direct some of this trade to Portugal. ;La Casa da Índia a sollicité l'aide du gouvernement pour établir une présence portugaise dans le commerce des épices. Ce lucratif commerce permet aux dirigeants musultmans de lever les armées qui menacent la chrétienté. Il est de notre devoir chrétien de détourner une partie de ce commerce vers le Portugal. ;Die Casa da Ìndia hat die Hilfe der Regierung beim Erlangen eines portugiesischen Anteils am Gewürzhandel. Dieser lukrativen Handel hilft den moslemischen Herrschern die Armeen zu bezahlen, die die Christenheit bedrohen. Es ist unsere Pflicht, einen Teil dieser Einnahmen nach Portugal umzuleiten.;;La Casa da Índia ha solicitado la ayuda del gobierno para introducir a Portugal en el comercio de las especias. Este lucrativo negocio ayuda a los gobernantes musulmanes a pagar los ejércitos que amenazan a la Cristiandad. Es nuestro deber como cristianos dirigir parte de dicho comercio hacia Portugal. ;;;;;;;;;x;
portugal_discovers_the_far_east_title;Onward to Cathay;En route vers le Cathay;Auf nach Kathai;;Adelante hacia Catay;;;;;;;;;x;
portugal_discovers_the_far_east_desc;Ever since the return of Marco Polo we have heard of the wondrous wealth of Cathay. We must establish exactly where this is.;Depuis le retour de Marco Polo, les rumeurs sur les richesses du Cathay vont bon train. Nous devez savoir précisément où elles se trouvent.;Immer seit der Rückkehr von Marco Polo haben wir von dem wunderbaren Reichtum von Kathai gehört. Wir müssen genau feststellen, wo es liegt.;;Desde que regresó Marco Polo, hemos oído hablar de las maravillosas riquezas de Catay. Debemos determinar con exactitud dónde se encuentra.;;;;;;;;;x;
conquer_delhi_title;Conquest of Dehli ;Conquête de Dehli ;Eroberung von Delhi;;La conquista de Delhi ;;;;;;;;;x;
conquer_delhi_desc;In 1398 the Great Timur sacked and destroyed the city of Delhi for their worship of Idols. It is time to return there and finish the job, Delhi must be conquered permanently.;En 1398, Tamerlan a mis à sac et détruit la ville de Delhi pour son culte des idoles. L'heure est venue d'y retourner et de finir le travail commencé. Delhi doit être définivement conquise.;Im Jahre 1398 eroberte und zerstörte der Große Timur die Stadt Delhi für die Verherrlichung der Idole. Es ist an der Zeit, dorthin zurückzukehren und den Job zu ende zu bringen, Delhi muss permanent erobert werden.;;En 1398, el gran Tamerlán saqueó y destruyó la ciudad de Delhi por adorar a ídolos. Es hora de volver allí y acabar la faena: Delhi debe ser conquistada para siempre.;;;;;;;;;x;
